Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,
Evaluation Results,,,,,,,,,,,,,,,,,,,,
Here is a breakdown of each mean score for each question.,,,,,,,,,,,,,,,,,,,,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 8,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter ,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2013,"POLLARD, N.",CS,15664,TECHNICAL ANIMATION,A,Lect,5,6,83%,14.8,4.8,4.8,4.8,4.6,5,4.8,5,5,5
Spring,2013,"ZHANG, H.",CS,15712,ADV OP SYS & DST SYS,A,Lect,9,11,82%,11.33,4.56,4.44,4.78,3.56,4.67,4.67,4.56,4.67,4.67
Spring,2013,"MOWRY, T.",CS,15745,OPTMZ CMPLR MOD ARCH,A,Lect,17,25,68%,10.53,4.38,4.63,4.38,4.25,4.19,4.56,4.69,4.5,4.5
Spring,2013,"GIBSON, G. (co-taught)",CS,15746,ADVANCED STORAGE SYS,A,Lect,27,42,64%,14.35,4.56,4.7,4.78,4.26,4.65,4.52,4.78,4.67,4.63
Spring,2013,"GANGER, G. (co-taught)",CS,15746,ADVANCED STORAGE SYS,A,Lect,27,42,64%,14.39,4.7,4.74,4.74,4.37,4.81,4.74,4.93,4.7,4.73
Spring,2013,"BLUM, M.",CS,15750,GRADUATE ALGORITHMS,A,Lect,28,50,56%,9.5,4.68,3.46,3.79,4.11,4.15,3.79,4.57,3.93,3.89
Spring,2013,"VELOSO, M. (co-taught)",CS,15780,GRAD ARTIFICL INTELL,A,Lect,27,37,73%,15.81,4.44,4.22,4.22,4.07,4.67,4.11,4.59,4.3,4.04
Spring,2013,"SANDHOLM, T. (co-taught)",CS,15780,GRAD ARTIFICL INTELL,A,Lect,27,37,73%,16.15,3.85,3.78,3.81,3.67,3.96,3.63,4.37,3.52,3.81
Spring,2013,"POCZOS, B. (co-taught)",CS,15781,MACHINE LEARNING,A,Lect,8,11,73%,16.63,4.13,3.25,3.25,3.5,3.75,3.5,4.63,3.5,2.88
Spring,2013,"SMOLA, A. (co-taught)",CS,15781,MACHINE LEARNING,A,Lect,8,11,73%,16.63,3.5,3.5,3.13,3.25,3.13,3,4.13,3,2.88
Spring,2013,"BROOKES, S.",CS,15812,PROG LANG SEMANTICS,A,Lect,6,12,50%,9,4.33,4.17,4.5,4.5,2.67,4.17,4.83,4.17,3.5
Spring,2013,"CLARKE, E.",CS,15817,GRAD VERFCTN SEMINAR,A,Lect,2,3,67%,9.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Spring,2013,"ALDRICH, J.",CS,15819,ADVD TPCS PROG LANGU,O,Lect,7,8,88%,10.57,4.71,4.29,4.43,4.29,4.86,4.57,5,4.57,4.57
Spring,2013,"BLELLOCH, G.",CS,15853,ALGORITHMS REAL WRLD,A,Lect,19,33,58%,9.95,4.21,3.95,4.16,3.63,4.53,3.95,4.74,3.84,3.79
Spring,2013,"GURUSWAMI, V.",CS,15859,SPC TPCS IN THEORY,Y,Lect,7,10,70%,7.14,5,4.57,4.57,4.57,4.86,4.86,4.86,4.86,4.71
Spring,2013,"BLUM, A. (co-taught)",CS,15896,ALGTHMS GAMES & NETW,A,Lect,17,28,61%,9.24,4.59,4.47,4.53,4.47,4.69,4.59,4.82,4.59,4.65
Spring,2013,"PROCACCIA, A. (co-taught)",CS,15896,ALGTHMS GAMES & NETW,A,Lect,17,28,61%,9.06,4.88,4.65,4.59,4.65,4.76,4.76,4.94,4.82,4.76
Spring,2013,"HOOVER, C.",ETC,53604,PRODCTN & LEADERSHIP,L,Lect,8,11,73%,5.75,4.75,4.75,4.63,4.63,4.75,4.75,4.75,4.63,4.75
Spring,2013,"CHEN, M.",ETC,53607,ETC INTRDSCP PRJ II,PP,Lect,1,6,17%,24,5,5,5,5,5,5,5,5,5
Spring,2013,"VITUCCIO, R.",ETC,53608,VISUAL STORY,A,Lect,16,18,89%,13.69,4.25,3.69,4,3.94,3.94,4.06,4.31,4,3.94
Spring,2013,"SCHELL, J.",ETC,53609,GAME DESIGN,A,Lect,28,43,65%,14.08,4.75,4.64,4.86,4.46,4.82,4.75,4.75,4.71,4.82
Spring,2013,"LEE, J.",ETC,53619,CUR ISS ENTN TCHN DS,L,Lect,15,21,71%,10.53,4.73,4.47,4.33,4.4,4.4,4.33,4.73,4.33,4.4
Spring,2013,"ROSENDAHL, C.",ETC,53630,ENTRPRNSHP ENTRN TCH,L,Lect,9,10,90%,11.78,4.44,4.44,4.67,4,4.56,4.56,4.67,4.67,4.67
Spring,2013,"DAVIDSON, A.",ETC,53650,ETC COOPRTV EDC II,A,Lect,5,10,50%,22.6,3.8,4,4.2,4,3.6,3.4,4.8,3.6,4.6
Spring,2013,"DAVIDSON, A.",ETC,53700,ETC FUNDAMENTALS,A,Lect,15,16,94%,4.2,3.8,4,4.07,3.53,3.73,3.47,4.67,3.6,3.33
Spring,2013,"VITUCCIO, R.",ETC,53708,ADV VISUAL STORY,A,Lect,5,5,100%,13,4.8,4.4,4.8,4.8,4.8,4.6,5,4.4,4.4
Spring,2013,"HARGER, B.",ETC,53711,IMPROVSTNAL ACTING,A,Lect,15,16,94%,2.4,4.73,4.6,4.67,4.6,4.73,4.6,4.8,4.67,4.47
Spring,2013,"HARGER, B.",ETC,53712,IMPROV ACTING II,A3,Lect,9,20,45%,2.38,4.78,4.89,4.67,4.78,4.78,4.89,5,4.89,4.89
Spring,2013,"HARGER, B.",ETC,53713,IMPROVSTNL ACTG III,A4,Lect,9,16,56%,3.33,4.89,4.89,5,4.89,4.89,4.78,5,5,4.89
Spring,2013,"CHEN, M.",ETC,53721,SPECIAL PROJECTS II,PP,Lect,1,5,20%,24,5,5,5,5,5,5,5,5,5
Spring,2013,"COMLEY, R.",ETC,53724,ENTRTNMNT DES STD II,A,Lect,2,3,67%,16,4,4,4.5,3.5,4,3.5,3.5,4,4.5
Spring,2013,"SALDAMARCO, S.",ETC,53733,ETC FUNDMTL PRODCNG,A,Lect,5,5,100%,6.2,4.8,3.8,4,4.4,4.8,4.8,5,4.2,4
Spring,2013,"AUDIA, R.",ETC,53788,INTRO TO MAYA,1,Lect,11,13,85%,8,4.91,4.82,4.73,4.64,4.64,4.91,5,4.91,4.73
Spring,2013,"COMLEY, R. (co-taught)",ETC,53831,BUILDNG VIRTUAL WRLD,A,Lect,15,18,83%,23.53,4.53,3.8,4.2,4.4,4.4,3.87,4.07,4,4.27
Spring,2013,"KLUG, G. (co-taught)",ETC,53831,BUILDNG VIRTUAL WRLD,A,Lect,15,18,83%,24,3.93,3.4,3.73,3.87,4.13,3.93,3.2,3.6,4.07
Spring,2013,"YEE, S.",ETC,53886,WHY TYPOGRPY MTR MED,L,Lect,4,4,100%,10.25,5,4.75,4.75,5,5,5,5,5,5
Spring,2013,"DEY, A.",HCI,5391,DES HUMN CENTRD SFTW,A,Lect,20,40,50%,9.4,3.95,3.75,3.95,3.7,4.2,4.05,4.2,3.9,3.9
Spring,2013,"KLATZKY, R.",HCI,5395,APPLCTNS COG SCIENCE,A,Lect,2,3,67%,5,5,5,5,5,5,5,5,5,5
Spring,2013,"KITTUR, A.",HCI,5499,SP TPC IN HCI,A,Lect,5,10,50%,8,3.8,2.8,3.2,2.8,4.2,4,4.4,3.8,4
Spring,2013,"SIEWIOREK, D. (co-taught)",HCI,5540,RPD PROTOTYPNG CP SY,A,Lect,3,4,75%,10,3.67,3.33,3.33,3.67,3.67,3.33,4.33,3.67,3.67
Spring,2013,"SMAILAGIC, A. (co-taught)",HCI,5540,RPD PROTOTYPNG CP SY,A,Lect,3,4,75%,10,4,3.67,3.67,3.67,4,3.67,4.67,3.67,3.67
Spring,2013,"ALEVEN, V. (co-taught)",HCI,5571,UNGERGRAD PROJ HCI,A,Lect,6,28,21%,13.5,4.5,3.83,4,4.33,4.17,3.83,4.67,4.33,4
Spring,2013,"DATE, J. (co-taught)",HCI,5571,UNGERGRAD PROJ HCI,A,Lect,6,28,21%,13.5,4.67,4,4.17,4.5,4.5,4,4.17,4.5,4
Spring,2013,"DOW, S.",HCI,5650,INTERACTN DESGN STDO,A,Lect,16,20,80%,13.69,3.63,4.06,4.13,3.56,3.81,3.81,3.25,3.56,3.63
Spring,2013,"FASTE, H.",HCI,5650,INTERACTN DESGN STDO,B,Lect,14,21,67%,12.14,4.86,4.29,4.29,4.64,4.5,4.5,5,4.71,4.5
Spring,2013,"FASTE, H.",HCI,5650,INTERACTN DESGN STDO,C,Lect,17,20,85%,13.12,4.82,4.82,4.65,4.94,4.88,4.71,5,4.88,4.71
Spring,2013,"DATE, J. (co-taught)",HCI,5671,HCI PROJECT,A,Lect,30,52,58%,21.13,4.5,4.43,4.47,4.6,4.63,4.37,4.3,4.4,4.4
Spring,2013,"ANGIOLILLO, C. (co-taught)",HCI,5671,HCI PROJECT,A,Lect,30,52,58%,20.35,4.52,4.48,4.56,4.48,4.59,4.44,4.67,4.44,4.52
Spring,2013,"DABBISH, L.",HCI,5772,SOCIAL PERSPCTVS HCI,A3,Lect,12,15,80%,9.58,4.5,4,3.92,4.08,4.08,4.08,4.92,4.17,3.75
Spring,2013,"MYERS, B.",HCI,5773,C S PERSPECTIVES HCI,A4,Lect,9,14,64%,8.33,3.89,4.78,4.11,3.67,4.56,4.11,3.78,3.78,3.78
Spring,2013,"KLATZKY, R.",HCI,5795,APPLCTNS COG SCIENCE,A,Lect,2,3,67%,12.5,5,5,5,5,5,5,5,5,5
Spring,2013,"MYERS, B.",HCI,5830,ADV USER INTFC SFTW,A,Lect,15,15,100%,12.73,4.47,4.27,4.6,4.53,4.6,4.6,4.73,4.53,4.6
Spring,2013,"HUDSON, S.",HCI,5833,GADG SENS & ACTV REC,A,Lect,40,56,71%,10.15,3.98,4.23,4.23,3.78,4.47,4.4,4.63,4.28,4.35
Spring,2013,"ROSE, C.",HCI,5834,APPLD MACHINE LEARNG,A,Lect,18,22,82%,8.72,4.78,4.56,4.67,4.83,4.61,4.5,4.83,4.39,4.44
Spring,2013,"SIEWIOREK, D. (co-taught)",HCI,5872,RPD PROTOTYPNG CP SY,A,Lect,3,5,60%,9,4,3,3,2.67,3,3.67,5,2.67,2.33
Spring,2013,"SMAILAGIC, A. (co-taught)",HCI,5872,RPD PROTOTYPNG CP SY,A,Lect,3,5,60%,9,4,2.67,3.33,3.33,3,3.33,4.67,3,3
Spring,2013,"DEY, A.",HCI,5891,DES HUMAN CENTR SFTW,A,Lect,4,4,100%,7.25,3.5,2.75,2.75,3.5,3.75,3.25,3.5,3,3.25
Spring,2013,"FORLIZZI, J.",HCI,5897,ADP SERVICE DESIGN,A3,Lect,5,6,83%,7.4,4.8,4.6,4.8,5,4.8,4.6,4.6,4.6,4.8
Spring,2013,"MANKOFF, J.",HCI,5898,SPECIAL TOPICS,A,Lect,2,2,100%,17,3.5,3.5,4,4,4,3.5,3.5,4,4
Spring,2013,"KITTUR, A.",HCI,5899,SPECIAL TPCS IN HCI,A,Lect,5,7,71%,6.2,4.8,3.8,3.6,3.6,4,3.8,5,4,4
Spring,2013,"FASTE, H.",HCI,5899,SPECIAL TPCS IN HCI,C,Lect,15,26,58%,10,4.73,4.07,4.2,4.4,4.53,4.33,4.87,4.53,4.27
Spring,2013,"CARRYER, B.",HCI,5899,SPECIAL TPCS IN HCI,D,Lect,1,2,50%,8,3,5,5,4,4,4,4,5,4
Spring,2013,"HERBSLEB, J.",ISR,8200,ETHCS POLICY CMPTNG,A,Lect,2,5,40%,9.5,5,5,5,4.5,5,4.5,5,5,4.5
Spring,2013,"LEE, E.",ISR,8722,DATA STRCR APPL PRGM,A3,Lect,61,65,94%,12.44,4.82,4.77,4.82,4.66,4.77,4.75,4.82,4.79,4.79
Spring,2013,"JEONG, S.",ISR,8723,MBL APPLCTN DVLP AND,A4,Lect,37,46,80%,12.53,3.92,3.89,4.03,3.81,3.86,3.57,4.11,3.72,3.62
Spring,2013,"EPPINGER, J.",ISR,8764,WEB APPLICATNS DEVLP,A3,Lect,17,29,59%,10.76,4.53,4.41,4.47,4.18,4.47,4.41,4.59,4.59,4.41
Spring,2013,"SADEH, N.",ISR,8766,MOBL PERVASV COMP SV,A3,Lect,6,9,67%,5.5,4.5,4.33,4.67,4.17,4.5,4.5,4.83,4.5,4.17
Spring,2013,"SADEH, N.",ISR,8781,MBL PRVSV CMPTNG SRV,A3,Lect,19,41,46%,10.56,4.11,4.16,4.17,4,4.42,4.21,4.58,4.16,4.21
Spring,2013,"CARLEY, K.",ISR,8801,DYNAMC NETWRK ANALYS,A,Lect,5,12,42%,12.4,4.6,4,4,4.2,4.2,4,4.4,4,4
Spring,2013,"ROSE, C.",LTI,11344,MACHINE LRNG PRACTCE,A,Lect,1,5,20%,5,5,5,5,5,5,5,5,4,3
Spring,2013,"SMITH, N.",LTI,11411,NATRL LNGUAG PRCSSNG,A,Lect,17,29,59%,8.71,4.47,3.88,4.12,3.75,4.65,4.41,4.59,4.41,4.29
Spring,2013,"BLACK, A.",LTI,11490,LTI MIN PROJ-SENIORS,A,Lect,1,3,33%,11,5,,,,,,,,
Spring,2013,"SMITH, N.",LTI,11611,NATRL LNGUAG PRCSSNG,A,Lect,4,5,80%,7.25,4.75,4.25,4.25,4.5,5,4.25,4.75,5,4.75
Spring,2013,"VU, D.",LTI,11683,BIOTCHY OUTSG & GRWT,A4,Lect,18,27,67%,6.5,4.72,4.72,4.67,4.72,4.72,4.78,4.89,4.72,4.72
Spring,2013,"NYBERG, E.",LTI,11695,COMPETITIVE ENGNRG,A,Lect,10,15,67%,13.5,4.7,4.6,4.5,4.9,4.2,4.2,4.5,4.5,4.2
Spring,2013,"ROSENFELD, R.",LTI,11700,LTI COLLOQUIUM,A,Lect,42,108,39%,4.05,3.8,3.98,3.88,3.87,3.82,3.82,3.9,3.85,3.75
Spring,2013,"SMITH, N.",LTI,11712,LAB IN NLP,A,Lect,3,10,30%,4,3.67,3.67,4.67,2.67,3.33,2.67,5,3.67,3.67
Spring,2013,"ROSE, C.",LTI,11719,COMPTNL MDLS DSC ANL,A,Lect,12,17,71%,7.45,4.75,4.17,4.58,4.42,4.5,4.08,4.58,4.58,4.25
Spring,2013,"LEVIN, L.",LTI,11723,LINGUISTICS LAB,A,Lect,1,3,33%,2,4,5,4,4,3,4,5,3,3
Spring,2013,"LAVIE, A. (co-taught)",LTI,11731,MACHINE TRANSLATION,A,Lect,11,14,79%,9.9,4.2,4,4.1,3.8,4,4.2,4.2,3.5,4.3
Spring,2013,"DYER, C. (co-taught)",LTI,11731,MACHINE TRANSLATION,A,Lect,11,14,79%,9.9,4.91,4.82,4.82,4.36,5,4.9,4.91,4.91,4.82
Spring,2013,"YANG, Y. (co-taught)",LTI,11741,INFO RETRIEVAL,A,Lect,19,32,59%,11.84,4.05,3.58,3.68,3.74,3.95,3.63,4.11,3.58,3.84
Spring,2013,"CALLAN, J. (co-taught)",LTI,11741,INFO RETRIEVAL,A,Lect,19,32,59%,12,4.53,4.53,4.47,4.32,4.47,4.63,4.74,4.61,4.05
Spring,2013,"CALLAN, J.",LTI,11744,EXPMNTL INFM RETRVL,A,Lect,5,7,71%,9.8,5,5,5,4.8,5,5,5,5,5
Spring,2013,"METZE, F.",LTI,11753,ADV LAB SPEECH REC,A,Lect,2,2,100%,5,4.5,4,4,4.5,4,3.5,5,4.5,4.5
Spring,2013,"RAMAKRISHNAN, B.",LTI,11756,THRY PRAC SPEECH SYS,A,Lect,3,10,30%,9,5,5,4.67,5,5,5,5,5,5
Spring,2013,"ROSENFELD, R.",LTI,11761,LANG & STAT,A,Lect,33,42,79%,11.45,4.82,4.73,4.7,4.42,4.79,4.88,4.94,4.91,4.7
Spring,2013,"METZE, F.",LTI,11783,SLF-PCD LAB RCH IN,A,Lect,3,5,60%,6,5,4.67,4.67,4.67,4.67,4.67,5,4.67,4.67
Spring,2013,"NYBERG, E.",LTI,11792,INTLG INF SYS PROJCT,A,Lect,8,16,50%,11.57,4.25,4.13,4.13,4.38,4.25,4.13,4.38,4.13,4.25
Spring,2013,"RAMAKRISHNAN, B.",LTI,11795,SEMINAR: ALGM PVC SC,A,Lect,2,3,67%,2,5,5,5,5,5,5,5,5,5
Spring,2013,"NYBERG, E. (co-taught)",LTI,11796,QUESTION ANSWERING,A,Lect,4,6,67%,7.25,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75
Spring,2013,"MITAMURA, T. (co-taught)",LTI,11796,QUESTION ANSWERING,A,Lect,4,6,67%,7.25,4.5,4.5,4.5,4.75,4.5,4.5,4.75,4.75,4.75
Spring,2013,"LEVIN, L.",LTI,11821,ADV LINGUISTICS SEMR,A,Lect,3,9,33%,4,4.33,2.67,4,3,3.33,4,4.33,3.33,3.33
Spring,2013,"ROSENFELD, R.",MLG,10601,MACHINE LEARNING,A,Lect,100,133,75%,13,4.49,4.39,4.43,4.2,4.48,4.47,4.58,4.41,4.29
Spring,2013,"COHEN, W.",MLG,10605,MCH LRNG LRG DTAST,A,Lect,39,58,67%,11.77,4.33,4.36,4.36,4.18,4.44,4.31,4.64,4.33,4.31
Spring,2013,"POCZOS, B. (co-taught)",MLG,10701,MACHINE LEARNING,A,Lect,58,77,75%,16.74,4.17,3.78,3.62,3.74,3.64,3.47,4.45,3.5,3.14
Spring,2013,"SMOLA, A. (co-taught)",MLG,10701,MACHINE LEARNING,A,Lect,58,77,75%,16.51,3.47,3.31,3.45,3.41,3.47,3.05,3.66,2.97,3.12
Spring,2013,"WASSERMAN, L. (co-taught)",MLG,10702,STATISTCL MACH LRNG,A,Lect,26,43,60%,12.42,4.65,4.65,4.46,4.31,4.68,4.81,4.96,4.81,4.69
Spring,2013,"SINGH, A. (co-taught)",MLG,10702,STATISTCL MACH LRNG,A,Lect,26,43,60%,12.08,4.46,4.27,4.04,3.96,4.27,4.15,4.65,3.92,4.46
Spring,2013,"XING, P.",MLG,10708,PROB GRAPHCL MODELS,A,Lect,24,45,53%,14.22,4,4.17,4.04,3.83,4.08,3.96,4.13,3.79,4.17
Spring,2013,"NEILL, D.",MLG,10830,RSRCH SM MACH LRN PL,A3,Lect,4,8,50%,5,4.75,5,4.75,5,4.75,5,5,5,4.75
Spring,2013,"NEILL, D.",MLG,10831,SP TPC: MCH LN & PLY,A4,Lect,1,4,25%,8,5,5,5,4,5,5,5,5,5
Spring,2013,"GORDON, G.",MLG,10915,MLD JOURNAL CLUB,A,Lect,7,12,58%,5,4.86,4.71,4.29,4.57,4.57,4.14,5,4.57,4
Spring,2013,"LAUWERS, T. (co-taught)",ROB,16250,GADGETRY,A,Lect,19,35,54%,8.79,4.74,4.63,4.74,4.63,4.89,4.74,4.89,4.74,4.68
Spring,2013,"KIRBY, B. (co-taught)",ROB,16250,GADGETRY,A,Lect,19,35,54%,8.5,4.61,4.58,4.74,4.58,4.89,4.79,4.89,4.63,4.63
Spring,2013,"NAGARAJAN, U. (co-taught)",ROB,16264,HUMANOIDS,A,Lect,9,18,50%,5.67,4.33,3.33,3.44,3.56,4.56,4.11,4.44,4.11,3.67
Spring,2013,"ATKESON, C. (co-taught)",ROB,16264,HUMANOIDS,A,Lect,9,18,50%,5.67,4.33,3.22,3.22,3.33,4.33,4,4.33,4,3.78
Spring,2013,"KELLY, A.",ROB,16299,INTRO FEEDBK CTL SYS,A,Lect,9,24,38%,7.63,4.44,4,4.33,3.56,3.44,4.33,4.33,4.11,4
Spring,2013,"CHOSET, H.",ROB,16311,INTRO TO ROBOTICS,A,Lect,18,40,45%,16.22,3.94,3.94,4.11,3.5,4.39,3.78,3.78,3.78,4
Spring,2013,"LEE, T.",ROB,16385,COMPUTER VISION,A,Lect,20,24,83%,9.7,4.3,4.1,4.05,4.3,4.5,4.35,4.7,4.15,4.2
Spring,2013,"NOURBAKHSH, I. (co-taught)",ROB,16467,HUMAN ROBOT INTERACT,A,Lect,9,10,90%,9.78,4.67,4.44,4.56,4.56,4.78,4.67,4.78,4.78,4.67
Spring,2013,"SIMMONS, R. (co-taught)",ROB,16467,HUMAN ROBOT INTERACT,A,Lect,9,10,90%,9.78,4.67,4.44,4.44,4.56,4.67,4.67,4.89,4.56,4.67
Spring,2013,"SRINIVASA, S.",ROB,16662,ROBOT AUTONOMY,A,Lect,27,31,87%,14.96,4.7,4.56,4.65,4.11,4.81,4.89,4.74,4.85,4.78
Spring,2013,"SRINIVASA, S.",ROB,16662,ROBOT AUTONOMY,B,Lect,4,4,100%,17.5,5,5,5,4.5,5,5,5,4.75,4.75
Spring,2013,"DOLAN, J.",ROB,16682,MRSD PROJECT II,A,Lect,25,30,83%,17.63,4.56,4.28,4.16,4.48,4.36,4.16,4.72,4.36,4.44
Spring,2013,"SCHEMPF, H.",ROB,16698,MRSD BUSINESS SEMNR,A,Lect,25,30,83%,7.29,4.64,4.28,4.64,4.44,4.76,4.56,4.6,4.52,4.48
Spring,2013,"GEYER, H.",ROB,16711,KNMTCS DYN SYS & CTL,A,Lect,35,46,76%,10.91,4.6,4.62,4.79,4.14,4.51,4.57,4.8,4.69,4.49
Spring,2013,"SIEGEL, M.",ROB,16722,SENSING & SENSORS,A,Lect,26,29,90%,8.78,3.42,2.73,2.85,2.44,3.08,2.68,3.96,2.42,2.23
Spring,2013,"SIEGEL, M.",ROB,16722,SENSING & SENSORS,B,Lect,15,24,63%,9.07,4.4,3.27,3.6,3.47,4.13,4,4.33,3.87,3.47
Spring,2013,"Mason, M.",ROB,16741,MECH OF MANIPULATION,A,Lect,12,17,71%,6.75,4.73,4.75,4.25,4.5,4.42,4.83,4.92,4.75,4.42
Spring,2013,"ATKESON, C.",ROB,16745,DYNAMIC OPTIMIZTN,A,Lect,10,13,77%,11.4,4.5,3.9,4.3,4,4.6,4.3,4.2,4.3,4.2
Spring,2013,"NEUMAN, C. (co-taught)",ROB,16778,MECHATRONIC DESIGN,1,Lect,6,10,60%,14.83,3.83,3.83,4,4,3.83,3.83,4,4,4
Spring,2013,"DOLAN, J. (co-taught)",ROB,16778,MECHATRONIC DESIGN,1,Lect,6,10,60%,16.8,4.33,4.33,4.67,4.83,4.5,4.5,4.67,4.5,4.67
Spring,2013,"HEBERT, M.",ROB,16822,GMTRY BSD MTH IN VIS,A,Lect,11,15,73%,11.27,4.64,4.73,4.64,4.18,5,5,4.82,5,4.82
Spring,2013,"WETTERGREEN, D.",ROB,16850,SYSTEMS ENGINEERING,A,Lect,22,27,81%,11.14,4.36,4.36,4.27,3.68,4.14,4.05,4.82,4.19,4.23
Spring,2013,"WHITTAKER, W.",ROB,16865,ADV MOBILE ROB DEV,A,Lect,18,23,78%,15.12,4.67,3.89,3.67,4.22,4.83,4.22,4.72,4.22,4.06
Spring,2013,"BAGNELL, J.",ROB,16899,SPECIAL TOPICS,B,Lect,11,20,55%,9.09,4.82,4.64,4.64,4.6,4.64,4.64,4.82,4.82,4.73
Spring,2013,"ROSSO-LLOPART, M.",SE,17603,TEAM SOFTWR PROCESS,A4,Lect,4,4,100%,12.5,5,5,4.75,5,5,4.75,5,5,4.75
Spring,2013,"ROSSO-LLOPART, M. (co-taught)",SE,17610,RSK MNGT SFTW IN PRJ,A3,Lect,2,3,67%,6.5,5,5,5,5,5,5,5,5,5
Spring,2013,"ROOT, D. (co-taught)",SE,17610,RSK MNGT SFTW IN PRJ,A3,Lect,2,3,67%,6.5,5,5,5,5,5,5,5,5,5
Spring,2013,"ROZUM, J.",SE,17615,SFTWR PROCS DEFINTN,D,Lect,3,4,75%,8,3.67,3.67,4.33,4,4,4,4.67,3.67,4
Spring,2013,"CLARK, M.",SE,17619,INTRO RT SFTWR SYSTM,D,Lect,6,6,100%,12.5,5,4.83,4.83,4.83,4.83,5,5,5,4.83
Spring,2013,"BASS, M.",SE,17638,SYS ARCH FOR MANAGRS,A3,Lect,5,5,100%,9.8,4.8,4.6,4.4,4.6,4.4,4.6,4.6,4.8,4.6
Spring,2013,"MIRANDA, E.",SE,17639,MNGT SFTW DVL TCH EX,A4,Lect,4,6,67%,7.25,3.5,3.25,3.5,2.75,3,2.75,3.5,2.75,3.25
Spring,2013,"MIRANDA, E.",SE,17654,ANLYS SFTWR ARTIFACT,A,Lect,23,32,72%,13.13,4.04,3.65,3.87,3.57,3.83,3.7,3.74,3.35,3.22
Spring,2013,"GENNARI, J.",SE,17654,ANLYS SFTWR ARTIFACT,D,Lect,15,17,88%,15.6,3.47,2.67,3.07,2.73,3.43,3.33,3.53,2.87,3.07
Spring,2013,"LATTANZE, A. (co-taught)",SE,17655,ARCH SFTWR SYSTEMS,1,Lect,29,45,64%,15.1,4.66,4.69,4.69,4.28,4.68,4.72,4.45,4.59,4.48
Spring,2013,"GARLAN, D. (co-taught)",SE,17655,ARCH SFTWR SYSTEMS,1,Lect,29,45,64%,15,4.24,4.31,4.28,4.03,4.43,4.34,4.55,4.24,4.45
Spring,2013,"BASS, M. (co-taught)",SE,17655,ARCH SFTWR SYSTEMS,1,Lect,29,45,64%,14.82,3.76,3.72,3.79,3.45,3.76,3.59,4.03,3.45,4.03
Spring,2013,"LATTANZE, A. (co-taught)",SE,17655,ARCH SFTWR SYSTEMS,A,Lect,20,45,44%,14.78,4.61,4.56,4.56,4.39,4.67,4.67,4.5,4.44,4.33
Spring,2013,"GARLAN, D. (co-taught)",SE,17655,ARCH SFTWR SYSTEMS,A,Lect,20,45,44%,14.65,4.17,4.06,4.22,3.94,4.17,4.11,4.17,3.94,4.28
Spring,2013,"BASS, M. (co-taught)",SE,17655,ARCH SFTWR SYSTEMS,A,Lect,20,45,44%,14.73,3.67,3.61,3.67,3.28,3.56,3.33,3.61,3.39,3.89
Spring,2013,"MELLINGER, A.",SE,17655,ARCH SFTWR SYSTEMS,D,Lect,5,8,63%,22.8,4.6,4,3.8,4.2,4.2,4.4,4.4,4.4,3.8
Spring,2013,"PETERSON, A.",SE,17655,ARCH SFTWR SYSTEMS,G,Lect,4,9,44%,18.5,2.25,2.25,2.25,2.25,2.75,2.25,2.5,2.25,2.75
Spring,2013,"KOLENICH, P. (co-taught)",SE,17657,COMMCTN SOFT ENGR II,A,Lect,7,11,64%,2.43,4.43,4.14,4,4.43,4,4.29,4.43,4.14,4
Spring,2013,"CIROLI, J. (co-taught)",SE,17657,COMMCTN SOFT ENGR II,A,Lect,7,11,64%,2.43,4.57,4.29,4.29,4.43,4.29,4.43,4.57,4.43,4.29
Spring,2013,"KEATING, T.",SE,17657,COMMCTN SOFT ENGR II,C,Lect,6,11,55%,2,5,4.67,4.67,4.83,4.83,4.83,4.83,4.83,4.67
Spring,2013,"ROOT, D.",SE,17672,SFTWRE DVL STUDIO II,A,Lect,7,12,58%,13,4.17,4,4.17,3.67,3.83,3.83,4.5,4.17,4
Spring,2013,"ROSSO-LLOPART, M. (co-taught)",SE,17677,PRACTICUM SOFT ENG I,A,Lect,11,21,52%,12.25,4.13,4,4,4.13,4,4,4.13,4,4.13
Spring,2013,"LATTANZE, A. (co-taught)",SE,17677,PRACTICUM SOFT ENG I,A,Lect,11,21,52%,15,4.45,4.36,4.45,4.45,4.45,4.45,4.55,4.45,4.73
Spring,2013,"ROOT, D. (co-taught)",SE,17677,PRACTICUM SOFT ENG I,A,Lect,11,21,52%,12.25,3.88,4,4,4,4,4,3.88,3.88,4
Spring,2013,"BASS, M. (co-taught)",SE,17677,PRACTICUM SOFT ENG I,A,Lect,11,21,52%,12.44,3.56,3.44,3.67,3.67,3.56,3.67,3.78,3.56,3.56
Spring,2013,"PETERSON, A. (co-taught)",SE,17677,PRACTICUM SOFT ENG I,D,Lect,2,3,67%,14,5,4.5,5,4.5,5,5,5,5,4.5
